contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,17,18,20,22,24,25,26,29,56,63,64,72,73,74,75,76,77,78,81,82,84,85,102,103,108,139,146,147,153,154,160,215,230,231,233,276,321,322,324,326,327,328,458,sequenceId,possessionId,keyPass,140,141,318,210,23,6,9,107,16,61,79,80,83,87,100,101,120,121,138,192,214,275,280,281,282,323,338,353,374,375,390,391,395,396,468,472,89,19
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832886013,175,15,1,20,38,M. Agnarsson,9w1wpf3tocn27ed1oaaoe5zsa,1,92.9,58.9,2025-08-09T12:21:54.520,2025-08-12T00:29:21,1.0,"{""id"": 5836407265, ""qualifierId"": 77}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,true,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,53.6,33.5,NaN,NaN,98.5,52.9,NaN,true,,NaN,NaN,NaN,208,,0.0558524914085865,0.5607198476791382,,3,2,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832884807,197,13,1,18,21,J. Witt,5z7y55t2o577r8ki3i5855as,1,93.6,44.6,2025-08-09T12:19:37.554,2025-08-09T12:20:45,1.0,"{""id"": 5828343723, ""qualifierId"": 231, ""value"": ""46.2""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,39.8,76.4,NaN,NaN,NaN,NaN,NaN,true,,NaN,100,46.2,NaN,,0.10166983306407928,0.0,,3,2,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832889049,225,15,1,26,34,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,85.0,38.7,2025-08-09T12:27:50.698,2025-08-12T00:29:19,1.0,"{""id"": 5828366719, ""qualifierId"": 22}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,51.3,1.3,NaN,NaN,92.4,44.4,NaN,true,,NaN,NaN,NaN,268,,0.15085290372371674,0.16503342986106873,,1,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,true,,,,,,,,NaN,NaN,,,NaN,NaN,,,true,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832894011,311,16,1,35,21,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,1,91.2,35.4,2025-08-09T12:36:37.808,2025-08-12T01:29:17,1.0,"{""id"": 5828394291, ""qualifierId"": 22}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,true,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,48.1,5.1,NaN,NaN,NaN,NaN,NaN,true,,NaN,93.0,37.7,NaN,,0.2878457307815552,0.3180353045463562,,2,1,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,true,NaN,,NaN,,,,,,true,,,,,,,,2025-08-09 13:36:36.994,35:20.751,,,93.3,36.5,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832895425,318,14,1,37,19,M. Kubel,az9olsp7tglzt73awei9a4cgk,1,89.0,62.7,2025-08-09T12:38:35.895,2025-08-09T12:39:45,1.0,"{""id"": 5828403109, ""qualifierId"": 103, ""value"": ""4.4""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,44.8,4.4,NaN,NaN,NaN,NaN,NaN,NaN,,true,98.9,50.5,NaN,,0.1902608871459961,0.0,,1,2,NaN,NaN,,,,,,,,true,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832898177,347,13,1,40,56,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,1,85.1,71.1,2025-08-09T12:42:12.613,2025-08-09T12:43:21,1.0,"{""id"": 5828418125, ""qualifierId"": 81}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,true,NaN,NaN,true,NaN,true,Center,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,37.6,50,NaN,NaN,NaN,NaN,NaN,true,,NaN,98.5,52.7,NaN,,0.023494815453886986,0.0,,2,3,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832901355,376,13,1,44,45,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,1,88.7,45.2,2025-08-09T12:46:02.145,2025-08-09T12:47:12,1.0,"{""id"": 5828435817, ""qualifierId"": 24}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,true,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,41.8,15.3,NaN,NaN,NaN,NaN,NaN,true,,NaN,98.1,50.2,NaN,,0.03170981630682945,0.0,,3,2,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832913445,443,13,2,45,54,C. Allen,81gka3mi69fh8gyehyy8xo9as,1,93.0,61.3,2025-08-09T13:04:16.080,2025-08-09T13:08:29,1.0,"{""id"": 5828502609, ""qualifierId"": 56, ""value"": ""Center""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,58.7,12.5,NaN,NaN,95.4,53.6,true,true,,NaN,99.5,52.3,NaN,,0.022043943405151367,0.0,,3,2,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,true,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832914549,455,13,2,47,11,A. Justinussen,uiyol728wan4mxco2foplknp,1,73.5,55.2,2025-08-09T13:05:33.608,2025-08-09T13:06:40,NaN,"{""id"": 5828509477, ""qualifierId"": 102, ""value"": ""46.2""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,46.2,86.1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,99.8,49.5,NaN,,0.05012787878513336,0.0,,1,3,NaN,true,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832916301,468,15,2,49,18,S. Jalaei,e0u730to91qqtvvx16uhajz10,1,85.2,71.6,2025-08-09T13:07:40.356,2025-08-09T13:09:05,NaN,"{""id"": 5836507647, ""qualifierId"": 64}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,NaN,true,NaN,,51.4,19,NaN,NaN,87.9,66.6,NaN,NaN,,true,96.3,55.4,428,,0.03379848971962929,0.0,,2,2,NaN,true,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832918227,493,16,2,51,20,A. Justinussen,uiyol728wan4mxco2foplknp,1,94.9,50.5,2025-08-09T13:09:42.538,2025-08-12T01:29:16,1.0,"{""id"": 5828532305, ""qualifierId"": 29}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,54.5,10.8,NaN,NaN,NaN,NaN,NaN,true,,NaN,98.6,49.6,NaN,,0.5274298787117004,0.9821033477783203,,1,1,true,NaN,,,,,,,,NaN,,,,true,,NaN,NaN,NaN,,NaN,,,,,,true,,,,,,,,2025-08-09 14:09:42.216,51:20.552,,,98.6,49.6,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832923041,516,15,2,57,2,O. Olalere,bv78sm66yinm0hdoawecai5g4,1,91.6,34.6,2025-08-09T13:15:23.885,2025-08-09T13:17:32,1.0,"{""id"": 5828562343, ""qualifierId"": 103, ""value"": ""19""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,true,NaN,true,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,47.8,19,NaN,true,96.7,42.6,NaN,true,,NaN,98.4,46.9,NaN,,0.06819292157888412,0.0,,2,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,true,NaN,,true,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832925283,533,16,2,59,3,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,1,92.7,49.5,2025-08-09T13:17:25.349,2025-08-12T01:29:17,1.0,"{""id"": 5828571785, ""qualifierId"": 321, ""value"": ""0.16551610827445984""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,true,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,49.9,6.3,NaN,NaN,NaN,NaN,NaN,true,,NaN,99.1,50.5,NaN,,0.16551610827445984,0.15767265856266022,,3,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,true,,,,,,,,2025-08-09 14:17:24.889,59:03.225,,,1.0,49.8,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832934377,644,15,2,71,8,L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,1,89.6,63.1,2025-08-09T13:29:30.562,2025-08-12T02:29:18,1.0,"{""id"": 5828620597, ""qualifierId"": 233, ""value"": ""624""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,51.3,3.2,NaN,NaN,96.7,53.6,NaN,true,,NaN,NaN,NaN,624,,0.14780361950397491,0.2098163664340973,,1,2,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,true,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832934705,648,15,2,71,41,A. Justinussen,uiyol728wan4mxco2foplknp,1,85.0,70.7,2025-08-09T13:30:02.871,2025-08-12T02:29:22,1.0,"{""id"": 5828622341, ""qualifierId"": 321, ""value"": ""0.018184438347816467""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,true,NaN,NaN,true,NaN,true,Center,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,48.3,31.0,true,NaN,98.6,50.2,NaN,true,,NaN,NaN,NaN,629,,0.018184438347816467,0.06999806314706802,,2,2,true,NaN,,,,,,,,NaN,,,,NaN,,true,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832936783,667,15,2,75,24,M. Kaastrup,9nafz0c0x2qvmo5ldm0djmcq1,1,90.5,72.0,2025-08-09T13:33:46,2025-08-09T14:01:00,1.0,"{""id"": 5828702099, ""qualifierId"": 64}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,true,NaN,,NaN,NaN,true,NaN,NaN,NaN,true,NaN,,53.6,19,NaN,NaN,92.9,67.3,NaN,NaN,,true,98.8,55.1,689,,0.035038527101278305,0.0,,2,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832938473,695,13,2,78,22,Magnus Kirchheiner,5q7msbcrmtsr3b7tykgb6l05w,1,72.8,53.6,2025-08-09T13:36:44.523,2025-08-09T13:37:52,1.0,"{""id"": 5836555353, ""qualifierId"": 74}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,45.0,70.8,NaN,NaN,NaN,NaN,NaN,NaN,,true,97.5,50.5,NaN,,0.027509476989507675,0.0,,1,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832939739,719,15,2,80,45,Ó. Hjaltason,a5alop4wg4qwwu812pfskfjtg,1,77.6,54.2,2025-08-09T13:39:06.961,2025-08-12T02:29:21,NaN,"{""id"": 5828650541, ""qualifierId"": 56, ""value"": ""Center""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,52.4,1.9,NaN,NaN,96.0,49.5,NaN,NaN,,true,NaN,NaN,733,,0.05335203558206558,0.1734495908021927,,2,2,NaN,true,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2832941865,755,15,2,84,52,J. Witt,5z7y55t2o577r8ki3i5855as,1,87.3,49.9,2025-08-09T13:43:14.322,2025-08-12T02:29:18,1.0,"{""id"": 5828662655, ""qualifierId"": 322, ""value"": ""0.38791337609291077""}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,53.6,27.2,NaN,NaN,97.3,50.0,NaN,true,,NaN,NaN,NaN,749,,0.025972919538617134,0.38791337609291077,,2,3,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2832943243,780,15,2,87,19,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,91.1,33.3,2025-08-09T13:45:41.210,2025-08-12T02:29:20,1.0,"{""id"": 5836562773, ""qualifierId"": 89}",bz643lzprqlrae9a4u3bkwydw,Aarhus Fremad vs Hillerød,1_Division,2025-08-09,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,true,NaN,true,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,50.0,3.2,NaN,NaN,93.2,37.0,NaN,true,,NaN,NaN,NaN,782,,0.06958620250225067,0.1159137561917305,,3,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,,,,true,,,,,,,,NaN,NaN,,,NaN,NaN,,,true,
anga7587r1zv4ey71ge9zxol3,Lyngby,2831059519,33,13,1,4,44,M. Warming,diwrq7ulrey4juxk4dafct0q1,1,91.1,62.4,2025-08-02T12:05:57.426,2025-08-02T12:09:29,NaN,"{""id"": 5818129565, ""qualifierId"": 326, ""value"": ""3""}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,true,NaN,NaN,true,NaN,NaN,,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,57.6,16.7,NaN,,NaN,NaN,NaN,NaN,,NaN,99.0,53.3,NaN,,0.06685159355401993,0.0,NaN,3,2,true,true,,,,,,,,NaN,,,,NaN,,NaN,NaN,true,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
anga7587r1zv4ey71ge9zxol3,Lyngby,2831061103,63,13,1,8,21,M. Warming,diwrq7ulrey4juxk4dafct0q1,1,86.2,55.8,2025-08-02T12:09:34.015,2025-08-02T12:10:47,NaN,"{""id"": 5818138405, ""qualifierId"": 326, ""value"": ""3""}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,true,NaN,true,true,NaN,NaN,,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,,60.2,62.5,NaN,,NaN,NaN,NaN,NaN,,NaN,98.8,51.3,NaN,,0.06851702928543091,0.0,NaN,3,2,true,true,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
anga7587r1zv4ey71ge9zxol3,Lyngby,2831062727,93,16,1,11,29,M. Warming,diwrq7ulrey4juxk4dafct0q1,1,87.6,38.2,2025-08-02T12:12:42.310,2025-08-06T15:29:10,1.0,"{""id"": 5818148663, ""qualifierId"": 76}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,true,NaN,true,NaN,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,52.6,2.5,NaN,,NaN,NaN,NaN,true,,NaN,91.1,41.2,NaN,,0.10412795096635818,0.3696000576019287,NaN,3,2,true,NaN,,,,,,,,true,,,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,,true,,,,,,,,2025-08-02 13:12:41.392,11:28.608,,NaN,10.3,60.5,NaN,,true,NaN
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2831064423,209,13,1,15,56,S. Bækgård,5o1k2hd9rdooxpjgbnabuh94a,1,76.2,47.4,2025-08-02T12:17:09.223,2025-08-02T12:18:21,1.0,"{""id"": 5818157585, ""qualifierId"": 22}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,NaN,true,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,59.3,8.3,NaN,,NaN,NaN,NaN,NaN,,true,99.4,51.4,NaN,,0.030104337260127068,0.0,NaN,2,3,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2831066007,250,15,1,19,34,M. Kubel,az9olsp7tglzt73awei9a4cgk,1,89.2,66.0,2025-08-02T12:20:47.037,2025-08-06T15:29:11,1.0,"{""id"": 5818166559, ""qualifierId"": 56, ""value"": ""Center""}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,NaN,NaN,true,true,NaN,NaN,,true,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,52.4,5.7,NaN,,99.3,52.2,NaN,NaN,,NaN,NaN,NaN,142,,0.06566218286752701,0.09588110446929932,NaN,2,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
anga7587r1zv4ey71ge9zxol3,Lyngby,2831073507,285,15,1,38,17,M. Ivančević,eq15hjcxpdrl5vca2q7s4tr3e,1,91.7,33.6,2025-08-02T12:39:30.159,2025-08-02T12:40:43,NaN,"{""id"": 5818209889, ""qualifierId"": 146, ""value"": ""94.7""}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,NaN,NaN,true,NaN,NaN,true,,NaN,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,,47.4,19,true,,94.7,38.6,NaN,NaN,,NaN,99.0,47.7,415,,0.030655980110168457,0.0,NaN,2,3,true,true,,,,,,,,NaN,,,,NaN,,NaN,true,NaN,,true,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
anga7587r1zv4ey71ge9zxol3,Lyngby,2831075357,343,15,1,38,14,O. Buur,8822s8ns7oyvjqade4oaxzg0l,1,87.5,38.7,2025-08-02T12:39:27.486,2025-08-02T12:45:53,1.0,"{""id"": 5818221609, ""qualifierId"": 230, ""value"": ""98.6""}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,true,NaN,true,NaN,NaN,true,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,,48.2,19,NaN,,95.5,44.8,NaN,true,,NaN,98.6,47.7,413,,0.048580609261989594,0.0,NaN,2,3,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,true,NaN,,true,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2831070467,345,13,1,30,34,A. Pisani,2lvlyvfvdoz7kyqtib6jm9btg,1,90.5,57.0,2025-08-02T12:31:47.357,2025-08-02T12:33:03,1.0,"{""id"": 5818192353, ""qualifierId"": 29}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,true,true,NaN,NaN,NaN,true,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,56.6,13.9,NaN,,NaN,NaN,NaN,true,,NaN,97.8,50.7,NaN,,0.039370231330394745,0.0,NaN,3,2,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,true,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2831070973,356,13,1,32,13,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,78.1,36.8,2025-08-02T12:33:26.228,2025-08-02T12:34:34,1.0,"{""id"": 5818195091, ""qualifierId"": 72}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,NaN,true,NaN,true,NaN,NaN,,true,Center,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,60.7,22.2,NaN,,NaN,NaN,NaN,NaN,,true,97.7,50.5,NaN,,0.04387595131993294,0.0,NaN,2,2,NaN,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,true,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2831072179,392,15,1,35,13,E. Egerton,8rqctff92ui8fanzbk6skyyac,1,84.7,52.6,2025-08-02T12:36:26.284,2025-08-06T15:29:09,1.0,"{""id"": 5818202059, ""qualifierId"": 56, ""value"": ""Center""}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,true,NaN,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,,49.5,19,NaN,,88.6,51.8,NaN,NaN,,NaN,98.8,50,767,,0.08999825268983841,0.0,NaN,2,3,true,NaN,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2831072435,397,15,1,35,57,M. Kubel,az9olsp7tglzt73awei9a4cgk,1,91.4,67.5,2025-08-02T12:37:09.924,2025-08-06T15:29:07,NaN,"{""id"": 5818203635, ""qualifierId"": 64}",bxpm9jzr611txx6e47jnhg104,Aarhus Fremad vs Lyngby,1_Division,2025-08-02,DNK,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,Center,NaN,true,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,53.2,4.4,NaN,,98.4,53.4,NaN,NaN,,NaN,NaN,NaN,257,,0.03393418714404106,0.18768393993377686,NaN,2,2,true,true,,,,,,,,NaN,,,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,,NaN,,,,,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN
